,group,names,scores,logfoldchanges,pvals,pvals_adj,experiment
79,1m,Nr1d1,4.694718,2.928704,2.6697479644080733e-06,0.00024072956918413997,Limb-Muscle_smooth muscle cell
49664,30m,Gm4951,4.064042,2.8688967,4.823015124829027e-05,0.0035214412643718484,Limb-Muscle_smooth muscle cell
49520,30m,AI607873,7.556403,2.7688582,4.143681573527042e-14,3.2559471259414154e-11,Limb-Muscle_smooth muscle cell
67,1m,Itga8,4.84223,2.6766043,1.2839028296777516e-06,0.00013073862660152488,Limb-Muscle_smooth muscle cell
49517,30m,Ifit1,7.665874,2.6378736,1.7761758034398252e-14,1.6282598295866974e-11,Limb-Muscle_smooth muscle cell
49551,30m,Fam46a,6.093387,2.5628686,1.1054639365302631e-09,3.145044899428599e-07,Limb-Muscle_smooth muscle cell
49504,30m,Cxcl10,9.517633,2.5105298,1.7716833588450875e-21,1.4617273552151394e-17,Limb-Muscle_smooth muscle cell
49734,30m,Pawr,3.3892155,2.4897125,0.0007009292684921306,0.03195036977731671,Limb-Muscle_smooth muscle cell
49689,30m,Ifih1,3.794014,2.4632978,0.00014823129592459797,0.008959577340849052,Limb-Muscle_smooth muscle cell
103,1m,Rgs7bp,4.310877,2.4361062,1.6260850586719142e-05,0.0011717043472989194,Limb-Muscle_smooth muscle cell
187,1m,Gpr126,3.449129,2.423287,0.0005623979787327554,0.0234346693107808,Limb-Muscle_smooth muscle cell
56,1m,Fgf1,5.1205387,2.2044103,3.0466397352730013e-07,3.669533012535751e-05,Limb-Muscle_smooth muscle cell
147,1m,Tef,3.8271396,2.1557112,0.00012964095041766795,0.006834521798217057,Limb-Muscle_smooth muscle cell
20,1m,Itpk1,6.08432,2.1024144,1.1698653523964806e-09,2.7188659408301867e-07,Limb-Muscle_smooth muscle cell
40,1m,Wfdc1,5.528868,2.0573275,3.223036180943504e-08,4.9226273188016e-06,Limb-Muscle_smooth muscle cell
215,1m,Synpo,3.295204,2.054936,0.0009835032069944747,0.03606396981914628,Limb-Muscle_smooth muscle cell
33002,24m,Plac9,7.5979276,0.96436244,3.009103337738794e-14,4.965321417602784e-10,Limb-Muscle_smooth muscle cell
33007,24m,Gpx3,4.465512,0.8918695,7.987756368606297e-06,0.02196766130639542,Limb-Muscle_smooth muscle cell
33006,24m,Cxcl12,4.6237,0.6647412,3.7695473453579347e-06,0.012440260149150256,Limb-Muscle_smooth muscle cell
33008,24m,Gstm1,4.245774,0.63902915,2.1784022610249278e-05,0.04493226963646542,Limb-Muscle_smooth muscle cell
33003,24m,S100a6,5.3893313,0.60310286,7.072026311499323e-08,0.0005834775308302516,Limb-Muscle_smooth muscle cell
33005,24m,Anxa5,4.6823735,0.56415915,2.835720609356312e-06,0.011698056443747126,Limb-Muscle_smooth muscle cell
33004,24m,Myl12a,4.7025065,0.50247747,2.5698685257475597e-06,0.011698056443747126,Limb-Muscle_smooth muscle cell
33001,18m,Malat1,-5.20723,-0.20157002,1.9168020554369606e-07,0.0031629150716765285,Limb-Muscle_smooth muscle cell
49502,24m,Atp5k,-4.401086,-1.4715511,1.077104021338767e-05,0.02539041922301571,Limb-Muscle_smooth muscle cell
679,3m,Car1,4.6811075,5.4562936,2.8532899977469512e-06,5.4772204860693496e-05,Brain_endothelial cell
614,3m,1810030J14Rik,4.8403707,4.9453106,1.2959706245578552e-06,2.6948523885247405e-05,Brain_endothelial cell
606,3m,2210415F13Rik,4.8584223,4.1824675,1.1832478274521751e-06,2.484951327895967e-05,Brain_endothelial cell
38230,24m,Olfr613,4.2237663,3.7975636,2.4025308537995152e-05,0.000989415363544117,Brain_endothelial cell
19117,18m,Cryaa,4.742494,2.9629424,2.111029214638238e-06,0.00013494238935995607,Brain_endothelial cell
19135,18m,Prm1,4.5552206,2.9370043,5.2330597557789465e-06,0.00027829030662034537,Brain_endothelial cell
38034,24m,Gm6981,8.455792,2.9039354,2.77197943489312e-17,7.626960807455925e-15,Brain_endothelial cell
1024,3m,Spsb1,4.0468717,2.8463335,5.190668982422923e-05,0.0007048987884928411,Brain_endothelial cell
19291,18m,Tnp2,3.061404,2.8186553,0.0022030166575822694,0.03616564130429497,Brain_endothelial cell
19284,18m,Crybb2,3.1187515,2.7662106,0.0018161909018024201,0.03131733357921793,Brain_endothelial cell
1488,3m,Naif1,3.414556,2.762878,0.0006388607496710741,0.006330256436589427,Brain_endothelial cell
19221,18m,Tff1,3.6367333,2.718787,0.0002761175287425387,0.007045821617173519,Brain_endothelial cell
1540,3m,Cd38,3.3762765,2.7141452,0.0007347405451301938,0.007069969208969452,Brain_endothelial cell
19136,18m,Prm2,4.5462146,2.684507,5.4619332930224495e-06,0.0002872432231801418,Brain_endothelial cell
19275,18m,Cela2a,3.193714,2.6746774,0.001404552848854773,0.025664519572192363,Brain_endothelial cell
19089,18m,Spt1,5.361927,2.6157725,8.233889486916786e-08,7.777133925826626e-06,Brain_endothelial cell
19202,18m,Chia,3.8710237,2.5859213,0.00010837922186781938,0.003276400520956291,Brain_endothelial cell
19103,18m,Bpifa2,5.041284,2.580108,4.624185987807612e-07,3.612764237799487e-05,Brain_endothelial cell
1593,3m,Tnfrsf21,3.323018,2.5783315,0.0008904915961388701,0.008311421940517429,Brain_endothelial cell
1649,3m,Srp54b,3.2648947,2.5754097,0.0010950479410316183,0.009899754838326322,Brain_endothelial cell
978,3m,Agr2,4.1440425,2.5645182,3.4123626676933706e-05,0.0004830999645500271,Brain_endothelial cell
163,3m,Angptl4,6.823095,2.546045,8.909988396456907e-12,4.672821262616972e-10,Brain_endothelial cell
37987,24m,Ly6c2,10.968652,1.7751871,5.4072499803971855e-28,5.703146715435587e-25,Brain_endothelial cell
38190,24m,Ankrd37,4.7651596,1.6977947,1.8870442640448273e-06,0.00010206705228743887,Brain_endothelial cell
38302,24m,Ict1,3.5813785,1.609548,0.00034178613763515296,0.009772303950306293,Brain_endothelial cell
38075,24m,Wdr89,7.4792576,1.5383108,7.474352214809949e-14,1.2025472610014142e-11,Brain_endothelial cell
38363,24m,0910001L09Rik,3.1154501,1.4464896,0.0018366442664388167,0.038024745254461215,Brain_endothelial cell
38322,24m,Gngt2,3.4473443,1.445371,0.0005661266835634214,0.01460314549925483,Brain_endothelial cell
38347,24m,Bad,3.2827113,1.3769035,0.0010281392276615749,0.023746013670504863,Brain_endothelial cell
38187,24m,Gm9320,4.798762,1.350686,1.5964953538446368e-06,8.785351968910269e-05,Brain_endothelial cell
330,3m,Ppy,10.648893,5.5185266,1.764507066508532e-26,6.192082561490661e-25,Brain_microglial cell
144,3m,Iapp,14.919141,5.4091606,2.474400826924909e-50,1.7020470905496157e-48,Brain_microglial cell
3318,3m,Mir1938,2.5937915,5.3818827,0.009492403820766182,0.044561470568936196,Brain_microglial cell
1926,3m,Pcsk2,4.2751446,5.2813544,1.910131881675051e-05,0.00014972689419323222,Brain_microglial cell
507,3m,Sst,8.929604,5.2071853,4.2753625627625913e-19,1.0736475959530131e-17,Brain_microglial cell
25,3m,Ins2,23.396433,4.929677,4.646254029933473e-121,1.2601304679755284e-118,Brain_microglial cell
118,3m,Ins1,16.076588,4.6767774,3.723358790209654e-58,3.0079985800906505e-56,Brain_microglial cell
817,3m,Rnu11,7.0738125,4.6765447,1.5073381062460249e-12,2.5414577217656114e-11,Brain_microglial cell
1974,3m,Resp18,4.2028556,4.272809,2.6356852703702627e-05,0.00020184947502210342,Brain_microglial cell
929,3m,Scg2,6.6272364,4.1966925,3.4202980493232597e-11,5.165820084837079e-10,Brain_microglial cell
38678,24m,Cxcl14,3.8574026,3.0084097,0.000114598341803877,0.0010749256517522752,Brain_microglial cell
38707,24m,Lgals7,3.712799,2.8697915,0.00020497956430742787,0.0018066560020318096,Brain_microglial cell
38866,24m,Fxyd3,3.037472,2.843389,0.0023857150138372513,0.016388719251054607,Brain_microglial cell
38943,24m,Gata3,2.7758126,2.8027797,0.0055063924142793735,0.03408505379364001,Brain_microglial cell
38942,24m,Col17a1,2.7842646,2.7757926,0.005364924126274175,0.03328532174422066,Brain_microglial cell
38876,24m,Dmkn,3.011398,2.4903293,0.002600476324301693,0.017695355920024247,Brain_microglial cell
38906,24m,Spint2,2.8816643,2.395094,0.003955810617225858,0.02563176265120577,Brain_microglial cell
38788,24m,Ccnd2,3.318571,2.2747545,0.0009047931258623199,0.006971386970168889,Brain_microglial cell
38750,24m,S100a16,3.5386586,2.2267406,0.00040216543167016186,0.0033181706737323005,Brain_microglial cell
38836,24m,Id3,3.1362104,2.174777,0.001711463167797694,0.012289004629591234,Brain_microglial cell
19157,18m,Col6a3,3.9880056,1.2555279,6.663106020053067e-05,0.0019521461078812884,Brain_microglial cell
19046,18m,Gigyf1,8.269266,0.8699463,1.3478569507530883e-16,2.3053211000042683e-14,Brain_microglial cell
19152,18m,Naalad2,4.0475664,0.82902426,5.1752892448035674e-05,0.00156788700062881,Brain_microglial cell
19158,18m,Pfas,3.9726982,0.7069353,7.106304665391807e-05,0.0020660519766074036,Brain_microglial cell
19113,18m,H2-T24,4.83884,0.690312,1.3059905669293467e-06,6.214092960690137e-05,Brain_microglial cell
19166,18m,Sirt6,3.7758365,0.6762871,0.00015947153913280497,0.0041059849227187434,Brain_microglial cell
19021,18m,Gpr77,11.396528,0.6671174,4.3512564763305264e-30,1.6197765530026477e-27,Brain_microglial cell
19025,18m,4921513D23Rik,10.253845,0.6668855,1.137274233127219e-24,3.3217155870646543e-22,Brain_microglial cell
19073,18m,2810008D09Rik,6.2760944,0.66465133,3.471834142708965e-10,3.336175423131798e-08,Brain_microglial cell
19145,18m,D17H6S53E,4.134509,0.6643614,3.557140226127356e-05,0.0011465586959767038,Brain_microglial cell
1815,3m,Iapp,3.8182445,4.9940453,0.00013440470507908195,0.0011162175528986748,Brain_oligodendrocyte
1581,3m,Man1a,4.1505117,4.499751,3.317325366629867e-05,0.00031131696532609007,Brain_oligodendrocyte
1231,3m,Ins1,4.79062,4.395958,1.662666959423365e-06,1.9667122881403478e-05,Brain_oligodendrocyte
1974,3m,Lrrtm2,3.6170075,4.34021,0.00029802864312227135,0.0022925744690746844,Brain_oligodendrocyte
38342,24m,Olfr613,3.1836727,3.6622865,0.0014541930177092508,0.01185904400395624,Brain_oligodendrocyte
2657,3m,Rbm15b,2.9230313,3.6554627,0.0034664171278882207,0.020393532436615392,Brain_oligodendrocyte
1013,3m,Gcg,5.205712,3.6396434,1.9325449090925e-07,2.7017205522180495e-06,Brain_oligodendrocyte
679,3m,Ins2,6.2247567,3.5750828,4.823035782528992e-10,9.518226021966e-09,Brain_oligodendrocyte
497,3m,Gfra1,6.9467993,3.5593004,3.736662586432869e-12,9.535018710138176e-11,Brain_oligodendrocyte
1657,3m,9430020K01Rik,4.0365477,3.5479722,5.4243496258887976e-05,0.0004885259850450609,Brain_oligodendrocyte
38021,24m,Gm6981,11.653528,3.527871,2.2015148443652134e-31,6.634247511154536e-29,Brain_oligodendrocyte
2513,3m,Sema3d,3.0430617,3.4557846,0.002341843477319307,0.0144679135753033,Brain_oligodendrocyte
19265,18m,Olfr613,4.4866457,2.9385648,7.235324447995204e-06,0.00020380212855369278,Brain_oligodendrocyte
38382,24m,Gm5523,2.82878,2.616594,0.0046725801609010685,0.032577647577931246,Brain_oligodendrocyte
38272,24m,Tmem59l,4.055244,2.226584,5.008197236212711e-05,0.0006202258612491736,Brain_oligodendrocyte
38213,24m,Snca,5.3136177,2.110015,1.0746983859631306e-07,2.299137751813838e-06,Brain_oligodendrocyte
19474,18m,Hopx,2.941457,1.9902084,0.003266721797635739,0.040442698348947176,Brain_oligodendrocyte
38380,24m,Dusp23,2.8539782,1.9864931,0.004317550363968732,0.030381280081522008,Brain_oligodendrocyte
38375,24m,Snrpc,2.897074,1.9777807,0.003766609839052573,0.027066270928998142,Brain_oligodendrocyte
38030,24m,Gstm1,11.15145,1.9584423,7.044864024084738e-29,1.8321471711951885e-26,Brain_oligodendrocyte
38347,24m,Rnaset2b,3.1504679,1.9038715,0.0016300921794044966,0.013085539123042014,Brain_oligodendrocyte
38231,24m,Mir219-2,4.80789,1.8440663,1.5253174111998803e-06,2.5694898892306768e-05,Brain_oligodendrocyte
19393,18m,Gm6194,3.3751888,1.8435712,0.0007376505810588772,0.011827952940373972,Brain_oligodendrocyte
19161,18m,Snca,5.58772,1.798566,2.300703635470291e-08,1.20659830164098e-06,Brain_oligodendrocyte
19144,18m,Spry2,6.045271,1.5959753,1.491592485973711e-09,9.566852481828008e-08,Brain_oligodendrocyte
19259,18m,H2-D1,4.547008,1.5458677,5.441397897921934e-06,0.00015931530241760706,Brain_oligodendrocyte
19010,18m,Gstm1,10.55197,1.4756249,4.974336701775858e-26,2.861750978279232e-23,Brain_oligodendrocyte
19453,18m,Snrpc,3.060349,1.4194071,0.0022107920764000734,0.02926909872416694,Brain_oligodendrocyte
19171,18m,Mir684-1,5.4742227,1.3652952,4.3943587224477214e-08,2.15573385906124e-06,Brain_oligodendrocyte
19263,18m,Gm3258,4.507411,1.3507618,6.562341740558405e-06,0.00018650607476721753,Brain_oligodendrocyte
0,1m,Dbp,19.433487,5.0037293,4.0209181783937913e-84,1.9803022028589422e-80,Heart_endothelial cell of coronary artery
225,1m,Akap5,4.029183,2.9625478,5.597109549812748e-05,0.0017557811804348909,Heart_endothelial cell of coronary artery
4,1m,Aplnr,14.353644,2.9142308,1.0108231018685488e-46,9.956607553405206e-44,Heart_endothelial cell of coronary artery
121,1m,Fhl2,5.1878424,2.8737705,2.1274466933917498e-07,1.1519015777574345e-05,Heart_endothelial cell of coronary artery
46,1m,Tcap,7.0446925,2.7460716,1.8587125649777817e-12,2.0804907687535396e-10,Heart_endothelial cell of coronary artery
14878,18m,Cytl1,3.790386,2.6851895,0.00015041334429373264,0.006708971118045767,Heart_endothelial cell of coronary artery
364,1m,Rab4a,3.2424529,2.6766279,0.0011850555569088892,0.024454184152693906,Heart_endothelial cell of coronary artery
47,1m,Tef,7.0382743,2.5810142,1.946350497406549e-12,2.160051393238679e-10,Heart_endothelial cell of coronary artery
11,1m,Tnni3,11.751618,2.5248742,6.927909672291389e-32,3.301931142196944e-29,Heart_endothelial cell of coronary artery
14960,18m,Prnd,3.398579,2.3935385,0.000677369034603685,0.021756798883194445,Heart_endothelial cell of coronary artery
14997,18m,Retnla,3.1791308,2.3863013,0.0014771741333768158,0.04128211633151303,Heart_endothelial cell of coronary artery
148,1m,Myoz2,4.7639904,2.2824671,1.898013370365913e-06,8.68208902388742e-05,Heart_endothelial cell of coronary artery
73,1m,Col15a1,6.2256246,2.2563875,4.796410715621315e-10,3.789677450444114e-08,Heart_endothelial cell of coronary artery
14836,18m,Retnlg,4.2978463,2.05955,1.7246558256046134e-05,0.0010358451147686244,Heart_endothelial cell of coronary artery
14822,18m,Gm12191,4.6420035,2.0087392,3.4504685474514285e-06,0.00024509938840670603,Heart_endothelial cell of coronary artery
14929,18m,Gm12070,3.5113432,1.9906071,0.0004458484567252483,0.01575935633520465,Heart_endothelial cell of coronary artery
14775,18m,Gm6402,11.838515,1.8639612,2.467839707551649e-32,1.8231165839537809e-28,Heart_endothelial cell of coronary artery
14839,18m,Apln,4.2018137,1.8238779,2.6478512087964087e-05,0.0015524603813478945,Heart_endothelial cell of coronary artery
14811,18m,Rpl30,5.054509,1.8171126,4.3149889398048153e-07,3.887436682049765e-05,Heart_endothelial cell of coronary artery
14781,18m,Rpl34,8.916133,1.8017864,4.828540347460276e-19,3.3972230301774086e-16,Heart_endothelial cell of coronary artery
44423,30m,Gm694,7.0731335,1.3078027,1.5147373049586486e-12,1.8806927462826917e-10,Heart_endothelial cell of coronary artery
44339,30m,Hspa1a,12.330106,0.9849977,6.2364845622974e-35,6.14293729386294e-32,Heart_endothelial cell of coronary artery
44542,30m,Nepn,4.977057,0.90504533,6.455830946061076e-07,3.233386516205166e-05,Heart_endothelial cell of coronary artery
44548,30m,Pth1r,4.917242,0.8893358,8.777197257977272e-07,4.2658911015333616e-05,Heart_endothelial cell of coronary artery
44397,30m,Fmo2,8.142328,0.88259494,3.877481122909598e-16,6.902383565179434e-14,Heart_endothelial cell of coronary artery
44357,30m,Ier3,10.159485,0.8549942,3.0066067181348103e-24,1.1390413912933801e-21,Heart_endothelial cell of coronary artery
44636,30m,Tln2,4.08304,0.8353869,4.445033503008958e-05,0.001412373548536717,Heart_endothelial cell of coronary artery
44546,30m,Hspa1b,4.9520006,0.8198067,7.345440731552999e-07,3.6297286558092164e-05,Heart_endothelial cell of coronary artery
44427,30m,Hey1,7.014569,0.80735785,2.306595211461472e-12,2.770727174743353e-10,Heart_endothelial cell of coronary artery
44620,30m,Ttll7,4.206828,0.78734344,2.589801460428746e-05,0.00088166628059527,Heart_endothelial cell of coronary artery
29550,24m,S100a6,5.2317243,0.34660575,1.6793605726892213e-07,0.0008498108579748361,Heart_endothelial cell of coronary artery
29552,24m,Rps15a-ps6,4.375401,0.31258163,1.2120950005504797e-05,0.029847839388555564,Heart_endothelial cell of coronary artery
29551,24m,Rn45s,4.469761,0.18664943,7.830717478984483e-06,0.02313977015039915,Heart_endothelial cell of coronary artery
44324,24m,Sparc,-5.4181395,-0.066428,6.022239054086779e-08,0.0008498108579748361,Heart_endothelial cell of coronary artery
44323,24m,Igfbp7,-5.2267127,-0.09591589,1.7255042801519515e-07,0.0008498108579748361,Heart_endothelial cell of coronary artery
44322,24m,1190002H23Rik,-4.9465137,-0.1853802,7.555444263626533e-07,0.0027907922248770504,Heart_endothelial cell of coronary artery
44321,24m,Tsc22d3,-4.2754245,-0.24177827,1.9077345264785126e-05,0.04026682518388575,Heart_endothelial cell of coronary artery
367,1m,Wif1,3.5490813,4.445774,0.00038657756635735255,0.007077674774386473,Heart_fibroblast of cardiac tissue
10,1m,Dbp,12.112483,4.14552,9.070572745899903e-34,3.941697421196208e-31,Heart_fibroblast of cardiac tissue
417,1m,Fmod,3.3317142,3.7530723,0.0008631289264205809,0.014264798532286446,Heart_fibroblast of cardiac tissue
12,1m,Nr1d1,11.636663,3.3368592,2.6830705998192397e-31,9.910592028082317e-29,Heart_fibroblast of cardiac tissue
133,1m,Podxl2,5.1595826,3.3338888,2.475010018259326e-07,9.803826546858322e-06,Heart_fibroblast of cardiac tissue
483,1m,Matn4,3.0533576,3.2926817,0.0022629603765362844,0.03249294418204432,Heart_fibroblast of cardiac tissue
273,1m,Evl,3.9941812,2.8901489,6.491820180273581e-05,0.0014940287097124946,Heart_fibroblast of cardiac tissue
184,1m,Tubb4a,4.7053194,2.8392594,2.534687833172117e-06,7.98507734224265e-05,Heart_fibroblast of cardiac tissue
530,1m,Itga8,2.92492,2.659279,0.003445446019067828,0.04569700622237626,Heart_fibroblast of cardiac tissue
77,1m,Wfdc1,6.3608866,2.6349766,2.0059273486709445e-10,1.2226392776986677e-08,Heart_fibroblast of cardiac tissue
44528,30m,Inhbb,5.7147903,1.8049314,1.0983928188844946e-08,6.465639003592992e-07,Heart_fibroblast of cardiac tissue
44591,30m,Hp,4.6855183,1.7998027,2.7925270526248785e-06,0.00011151239784468265,Heart_fibroblast of cardiac tissue
44499,30m,Ccl11,6.347245,1.7464446,2.1920482416868536e-10,1.572209357811809e-08,Heart_fibroblast of cardiac tissue
44745,30m,Has2,3.231988,1.6631038,0.0012293224763099283,0.024478759551858745,Heart_fibroblast of cardiac tissue
44450,30m,Ifitm1,7.670882,1.6454769,1.7081744885722684e-14,1.764914550255613e-12,Heart_fibroblast of cardiac tissue
44412,30m,Lrrn4cl,8.885373,1.5988984,6.370642690162379e-19,9.804817265328038e-17,Heart_fibroblast of cardiac tissue
44327,30m,Serpina3n,17.495178,1.5409927,1.559263999678141e-68,7.679375198414844e-65,Heart_fibroblast of cardiac tissue
44596,30m,Lcn2,4.605039,1.5010263,4.123885165182617e-06,0.00016119154316289198,Heart_fibroblast of cardiac tissue
14790,18m,Igfbp5,3.7681558,1.4843695,0.00016445801579769893,0.022498770216768535,Heart_fibroblast of cardiac tissue
44558,30m,Ccl7,5.200126,1.4647964,1.9915308220055839e-07,9.679232860240955e-06,Heart_fibroblast of cardiac tissue
44356,30m,Scara5,11.301306,1.4549232,1.2928191993750023e-29,5.61805990316637e-27,Heart_fibroblast of cardiac tissue
14775,18m,Gm6222,6.6229954,1.4311333,3.51991993102693e-11,2.6003408490461443e-07,Heart_fibroblast of cardiac tissue
14778,18m,Slx1b,5.163687,1.3222252,2.421319505165526e-07,0.00010522057555535484,Heart_fibroblast of cardiac tissue
14785,18m,Cpe,4.0549755,1.25122,5.0139504998313934e-05,0.008418308935796459,Heart_fibroblast of cardiac tissue
14779,18m,Gm6402,4.9657364,1.2172644,6.844088116043505e-07,0.00024076524265367332,Heart_fibroblast of cardiac tissue
14792,18m,Mta1,3.7349317,1.2165562,0.00018776615466915733,0.025220408502152725,Heart_fibroblast of cardiac tissue
14783,18m,Pdlim3,4.5119824,1.2006673,6.422451581937888e-06,0.001375242349610613,Heart_fibroblast of cardiac tissue
14776,18m,Wdr89,6.2898245,1.1532383,3.1782549914676867e-10,6.964027411192995e-07,Heart_fibroblast of cardiac tissue
29555,24m,Crlf1,5.6039667,1.0869424,2.0950073815113777e-08,2.210981004416472e-05,Heart_fibroblast of cardiac tissue
14791,18m,BC002163,3.751079,1.0689079,0.00017607514073369614,0.02386706609486569,Heart_fibroblast of cardiac tissue
14799,18m,Rpl34-ps1,3.5975044,1.0535517,0.00032128505146069225,0.03651528181024406,Heart_fibroblast of cardiac tissue
29576,24m,Tgif1,3.9196033,0.85324043,8.869486519272713e-05,0.019855555048826412,Heart_fibroblast of cardiac tissue
29575,24m,Sln,3.9208121,0.8204622,8.825101355211709e-05,0.019855555048826412,Heart_fibroblast of cardiac tissue
29569,24m,Uchl1,4.128275,0.8024389,3.6549522971154966e-05,0.009906646920947887,Heart_fibroblast of cardiac tissue
29552,24m,Ctgf,6.584759,0.79551727,4.556228103170519e-11,1.1219711704057403e-07,Heart_fibroblast of cardiac tissue
29557,24m,Lbh,5.5125675,0.77932954,3.536368637065083e-08,3.265615413289787e-05,Heart_fibroblast of cardiac tissue
29563,24m,Me1,4.636715,0.743992,3.539897314997617e-06,0.0014255993321283585,Heart_fibroblast of cardiac tissue
29566,24m,Adcy7,4.2708144,0.7312859,1.9476029207847317e-05,0.0062296200787592786,Heart_fibroblast of cardiac tissue
29588,24m,Egr2,3.642624,0.6991332,0.0002698730920675841,0.0448019655651523,Heart_fibroblast of cardiac tissue
29570,24m,Cd74,4.1264615,0.6947274,3.6838800848127114e-05,0.009906646920947887,Heart_fibroblast of cardiac tissue
44437,30m,Gcnt2,4.226974,4.5703893,2.3685478908971895e-05,0.001776410918172892,Heart_leukocyte
44421,30m,Trem3,4.370074,4.517129,1.242045266643868e-05,0.001056474422173849,Heart_leukocyte
44370,30m,F10,5.1966896,3.837696,2.0286886921249305e-07,3.222997357650091e-05,Heart_leukocyte
44431,30m,Slpi,4.272487,3.6998715,1.9330458093111048e-05,0.0015191889272644454,Heart_leukocyte
44340,30m,Plac8,6.8179383,3.684604,9.235619900797418e-12,3.4114071008570466e-09,Heart_leukocyte
44415,30m,Chi3l3,4.4082065,3.667718,1.0423018807565341e-05,0.0009277114631432403,Heart_leukocyte
44347,30m,Hp,5.9531903,3.4063463,2.6296523539634233e-09,6.698812677553376e-07,Heart_leukocyte
44510,30m,Ltb4r1,3.6406348,3.4020116,0.00027196667493384466,0.01267604928122257,Heart_leukocyte
44541,30m,Gpr141,3.4272153,3.3998785,0.000609805041101154,0.025167233190697066,Heart_leukocyte
44554,30m,Prtn3,3.2974417,3.224885,0.0009756992081679628,0.037347035753061274,Heart_leukocyte
29,1m,Ddit4,4.7593756,2.334536,1.941929095879221e-06,0.0004098857484516498,Heart_leukocyte
104,1m,Adrb1,3.4693985,2.305247,0.0005216252683622855,0.03834334995051128,Heart_leukocyte
103,1m,Cadm1,3.484277,1.9723737,0.000493468389879311,0.0364549773023341,Heart_leukocyte
37,1m,Tnni3,4.426094,1.95984,9.59546385276248e-06,0.00164852300493681,Heart_leukocyte
0,1m,Mgl2,7.3298073,1.884883,2.3048409072799745e-13,4.2567530506327026e-10,Heart_leukocyte
105,1m,Dynlt1a,3.4673154,1.7751589,0.0005256846432929898,0.038430829244149214,Heart_leukocyte
15,1m,Cx3cr1,5.365233,1.7614845,8.084470994405542e-08,3.228325917360591e-05,Heart_leukocyte
14782,18m,Gm6402,5.6527586,1.5435984,1.5789306944197044e-08,2.9160876262563915e-05,Heart_leukocyte
14793,18m,Clec4b1,4.238429,1.5100969,2.2508935950291752e-05,0.014459544724589593,Heart_leukocyte
99,1m,Tagap,3.5226638,1.482753,0.00042723276290139765,0.03287689620764662,Heart_leukocyte
14786,18m,Lilra5,5.288846,1.4262177,1.2309060631448144e-07,0.0001515553090247053,Heart_leukocyte
14778,18m,H2-Eb1,5.91408,1.3302872,3.337349954585001e-09,1.2087095840157294e-05,Heart_leukocyte
14,1m,Fcrls,5.3759456,1.267139,7.618171290458448e-08,3.126624467125655e-05,Heart_leukocyte
14781,18m,H2-Aa,5.757059,1.2604765,8.559187171541375e-09,1.8065998637074832e-05,Heart_leukocyte
95,1m,Oas1a,3.5565872,1.2580752,0.00037570383391399056,0.02984421583913554,Heart_leukocyte
14779,18m,H2-DMa,5.85965,1.2308218,4.638433065353336e-09,1.2087095840157294e-05,Heart_leukocyte
14780,18m,H2-Ab1,5.850246,1.2040322,4.908465315799916e-09,1.2087095840157294e-05,Heart_leukocyte
14777,18m,Wdr89,5.9497023,1.1877449,2.686308516541671e-09,1.2087095840157294e-05,Heart_leukocyte
14783,18m,H2-DMb1,5.530504,1.1540798,3.193113675164183e-08,5.242028283394534e-05,Heart_leukocyte
14796,18m,Cd72,4.091667,1.1084583,4.282833481374813e-05,0.023436616550856614,Heart_leukocyte
29554,24m,Cxcl13,4.3006454,0.95687693,1.7030151652462162e-05,0.018021983574764828,Heart_leukocyte
29559,24m,C4b,4.0749846,0.8535007,4.601735967244251e-05,0.03237649948382562,Heart_leukocyte
29558,24m,Ccr5,4.2164254,0.8389566,2.482052107239433e-05,0.021571952873213306,Heart_leukocyte
29551,24m,H2-Eb1,5.0324297,0.8363725,4.843017531897898e-07,0.0021455683463620185,Heart_leukocyte
29550,24m,H2-Ab1,5.2093315,0.7981471,1.8952215879150323e-07,0.00140009494807223,Heart_leukocyte
29553,24m,H2-Aa,4.3036675,0.7302239,1.679937532002442e-05,0.018021983574764828,Heart_leukocyte
29562,24m,Pea15a,3.970214,0.61715305,7.180815614775774e-05,0.037891625252968596,Heart_leukocyte
29567,24m,Cxcl16,3.9083586,0.5694403,9.292527459126697e-05,0.040381498002528514,Heart_leukocyte
29561,24m,Camk1,3.9726317,0.55594444,7.108293419334406e-05,0.037891625252968596,Heart_leukocyte
29552,24m,Cd74,4.3677387,0.54965276,1.2553943137307076e-05,0.01686222816851928,Heart_leukocyte
399,1m,Tex14,3.5363152,4.5809727,0.00040575015111624633,0.008839760676217518,Lung_endothelial cell
20,1m,Dbp,11.796134,4.0567493,4.086574653365082e-32,1.665816878437503e-29,Lung_endothelial cell
31068,30m,Csprs,6.5992785,3.822648,4.131637085498e-11,3.5555032474646676e-09,Lung_endothelial cell
31064,30m,Gbp5,6.684928,3.589242,2.3103818807448487e-11,2.080686937949867e-09,Lung_endothelial cell
327,1m,Slc5a12,3.9297307,3.4770374,8.50410759058806e-05,0.002323256200673881,Lung_endothelial cell
31211,30m,Apol9a,4.2276163,3.4622147,2.3618027032450395e-05,0.0006863850632882864,Lung_endothelial cell
387,1m,Ndn,3.6084816,3.2929032,0.00030799441665751786,0.006934351037826965,Lung_endothelial cell
93,1m,Nr1d1,7.0524197,3.2493129,1.7583312197224616e-12,1.6212232496131506e-10,Lung_endothelial cell
