,group,names,scores,logfoldchanges,pvals,pvals_adj,experiment
4,1m,Malat1,8.626831,323.83008,6.307507123680655e-18,2.087784857938297e-14,Limb-Muscle_smooth muscle cell
59597,30m,Malat1,5.1990457,194.6143,2.003141321201894e-07,0.00018082903017758916,Limb-Muscle_smooth muscle cell
19922,18m,Hspb1,4.3519154,60.404743,1.3495323975900425e-05,0.002414568776228671,Limb-Muscle_smooth muscle cell
59591,30m,Cxcl10,5.588099,45.600834,2.2956845081954873e-08,3.0394862888508253e-05,Limb-Muscle_smooth muscle cell
19876,18m,Tmsb4x,5.888012,45.155373,3.908688446810956e-09,1.8933305500894043e-06,Limb-Muscle_smooth muscle cell
19864,18m,Igfbp7,8.070138,37.931004,7.021891583701431e-16,2.3242461142051736e-12,Limb-Muscle_smooth muscle cell
19863,18m,S100a6,8.283336,35.506607,1.1977241978633106e-16,4.75736051391307e-13,Limb-Muscle_smooth muscle cell
3,1m,Sparc,9.473665,30.594007,2.7019271294560423e-21,1.07320545581994e-17,Limb-Muscle_smooth muscle cell
19860,18m,Plac9,11.2487955,29.79133,2.3477675931492524e-29,2.331333219997208e-25,Limb-Muscle_smooth muscle cell
59580,30m,Rn45s,9.303357,28.778976,1.3607948048252996e-20,2.702538482383045e-16,Limb-Muscle_smooth muscle cell
59585,30m,Rgs5,6.343859,23.06843,2.2407988109934676e-10,7.417044064388377e-07,Limb-Muscle_smooth muscle cell
19883,18m,Tpt1,5.457326,20.679607,4.833592119530356e-08,1.959084479466793e-05,Limb-Muscle_smooth muscle cell
19865,18m,Rplp1,8.048684,20.585176,8.368911201701604e-16,2.374379663797055e-12,Limb-Muscle_smooth muscle cell
44,1m,Cebpb,4.534572,19.101885,5.772041269342882e-06,0.0015490910757993193,Limb-Muscle_smooth muscle cell
59582,30m,Plac9,8.194622,16.848385,2.5138100200275023e-16,1.6641422332582064e-12,Limb-Muscle_smooth muscle cell
59595,30m,Iigp1,5.245355,16.665543,1.5598143533854048e-07,0.00015488956529117069,Limb-Muscle_smooth muscle cell
19903,18m,Fth1,4.6860595,14.18904,2.7851541377776673e-06,0.0006745507460520057,Limb-Muscle_smooth muscle cell
19867,18m,Cst3,6.9475646,13.574045,3.7164621051735035e-12,5.677610569903522e-09,Limb-Muscle_smooth muscle cell
19881,18m,Eef1a1,5.530537,12.974034,3.192519287687795e-08,1.3490092139038215e-05,Limb-Muscle_smooth muscle cell
59638,30m,Isg15,3.6880648,11.730282,0.00022596617757833745,0.04559433199729463,Limb-Muscle_smooth muscle cell
59581,30m,Filip1l,8.399245,10.80425,4.4935584155804794e-17,4.462103506671416e-13,Limb-Muscle_smooth muscle cell
2,1m,Col3a1,10.264005,10.741133,1.023707763435999e-24,5.082709045459735e-21,Limb-Muscle_smooth muscle cell
39720,24m,Plac9,7.3706236,10.191614,1.6983173711240377e-13,9.192891138465671e-10,Limb-Muscle_smooth muscle cell
59583,30m,Cald1,7.2512016,9.115655,4.1309035551273177e-13,2.050993615120713e-09,Limb-Muscle_smooth muscle cell
59589,30m,Adamts4,5.6454477,8.702292,1.6475205199621614e-08,2.516904425111425e-05,Limb-Muscle_smooth muscle cell
39724,24m,A130040M12Rik,4.6811743,8.213525,2.8523660017702454e-06,0.004046284913939791,Limb-Muscle_smooth muscle cell
66,1m,Mustn1,4.138727,7.901962,3.492378178710901e-05,0.006031185272104217,Limb-Muscle_smooth muscle cell
30,1m,H3f3b,5.0491896,7.7948546,4.4368864119138404e-07,0.00017594384419140663,Limb-Muscle_smooth muscle cell
39725,24m,Nfkbia,4.121503,7.7353272,3.764087921281156e-05,0.046721741322902355,Limb-Muscle_smooth muscle cell
24,1m,Tsc22d1,5.529679,7.620731,3.208173406136175e-08,1.7698423290517897e-05,Limb-Muscle_smooth muscle cell
96,1m,Eif1,3.7089474,7.230034,0.00020812258878167666,0.02475038690541376,Limb-Muscle_smooth muscle cell
0,1m,Col1a2,16.305408,7.10521,9.033186631780844e-60,8.969954325358378e-56,Limb-Muscle_smooth muscle cell
86,1m,Rpl41,3.8903844,7.085501,0.00010008557042518814,0.013451761787870466,Limb-Muscle_smooth muscle cell
39721,24m,Dcn,5.626763,5.6903515,1.8362262503954603e-08,4.051939259205982e-05,Limb-Muscle_smooth muscle cell
39722,24m,Ppp1r12a,4.902602,2.1532562,9.457531891443019e-07,0.0015652215280338197,Limb-Muscle_smooth muscle cell
39723,24m,Cd74,4.8479233,0.5064321,1.2476073593754978e-06,0.0019059601659382605,Limb-Muscle_smooth muscle cell
59572,24m,Serpinh1,-4.955474,-3.1082003,7.215417999931834e-07,0.0014329820147864622,Limb-Muscle_smooth muscle cell
59574,24m,Col1a1,-6.9564624,-4.011185,3.4892339132340686e-12,9.899455073832657e-09,Limb-Muscle_smooth muscle cell
59575,24m,Col4a2,-6.9566884,-4.5677376,3.483644883803888e-12,9.899455073832657e-09,Limb-Muscle_smooth muscle cell
59579,24m,Col1a2,-8.78076,-4.734561,1.623736088809199e-18,3.2247398723750696e-14,Limb-Muscle_smooth muscle cell
0,3m,Lars2,18.043797,inf,8.826610187953795e-73,2.2523547730727427e-69,Brain_endothelial cell
22966,18m,Sod1,17.885471,inf,1.5305207024152979e-71,3.5149938451669734e-67,Brain_endothelial cell
22973,18m,Rpl41,15.731282,inf,9.232264942014419e-56,2.3558688517589237e-52,Brain_endothelial cell
22983,18m,Dynll1,14.785313,inf,1.8220860324283555e-49,2.2024225168815587e-46,Brain_endothelial cell
22987,18m,Rplp1,14.4571705,inf,2.258951921914584e-47,2.2556126016821885e-44,Brain_endothelial cell
22991,18m,Rpl13a,14.334051,inf,1.3406598607644042e-46,1.1403553467524187e-43,Brain_endothelial cell
22992,18m,Rps18,14.11262,inf,3.175535032486226e-45,2.6046191984313808e-42,Brain_endothelial cell
22995,18m,Rps14,14.014441,inf,1.2719664501271006e-44,9.423219836651289e-42,Brain_endothelial cell
22998,18m,Rps19,13.855095,inf,1.1850070748524567e-43,8.004374259135741e-41,Brain_endothelial cell
22999,18m,Selk,13.839081,inf,1.4808729403139881e-43,9.717065127786015e-41,Brain_endothelial cell
23000,18m,Atp5j,13.828843,inf,1.707443120598159e-43,1.089253852990481e-40,Brain_endothelial cell
45934,24m,Gm1821,9.308746,inf,1.2935005589791084e-20,9.902177945838068e-17,Brain_endothelial cell
45940,24m,Crip1,7.749964,inf,9.191834267211728e-15,2.345551842008717e-11,Brain_endothelial cell
45944,24m,Rpl14,6.9317517,inf,4.15661276428285e-12,7.343136057270763e-09,Brain_endothelial cell
45948,24m,Rras,6.472985,inf,9.60855228165027e-11,1.298058892355177e-07,Brain_endothelial cell
45949,24m,Vwf,6.4053917,inf,1.4998376284670145e-10,1.9136261652985251e-07,Brain_endothelial cell
45952,24m,Rps4x,6.152755,inf,7.614849965489058e-10,8.327744967020081e-07,Brain_endothelial cell
45953,24m,Rps7,6.144281,inf,8.032653213321417e-10,8.385359713506348e-07,Brain_endothelial cell
45958,24m,Rps20,6.019145,inf,1.753408598341617e-09,1.3885786851556404e-06,Brain_endothelial cell
45960,24m,Rpl9,5.955296,inf,2.596016509291465e-09,1.9232295210447673e-06,Brain_endothelial cell
45961,24m,Stmn2,5.9107594,inf,3.4053432941972833e-09,2.443972315454213e-06,Brain_endothelial cell
696,3m,Lcn2,3.8595862,495.39978,0.00011357911667901926,0.0019656804775059203,Brain_endothelial cell
157,3m,Jup,5.4984765,351.37384,3.8308652474279645e-08,1.4259262767006587e-06,Brain_endothelial cell
1,3m,Txnip,10.457528,280.15787,1.3534095290621552e-25,1.6445716002349977e-23,Brain_endothelial cell
2,3m,Pls3,9.868936,170.14323,5.676369232753322e-23,6.237487837292478e-21,Brain_endothelial cell
50,3m,Angptl4,6.764263,145.08116,1.3398939678618493e-11,7.654727578585878e-10,Brain_endothelial cell
38,3m,Sema7a,7.0304546,115.99635,2.058615225624923e-12,1.2507449013677773e-10,Brain_endothelial cell
31,3m,Wdr1,7.2492723,101.21302,4.1901714827328626e-13,2.658328129073009e-11,Brain_endothelial cell
96,3m,Unc119b,6.055315,86.84168,1.401430919704488e-09,6.225389265364269e-08,Brain_endothelial cell
23,3m,Map4k2,7.453237,77.81414,9.107734028920774e-14,6.152006462005721e-12,Brain_endothelial cell
0,3m,Jun,40.762318,inf,0.0,0.0,Brain_microglial cell
22977,18m,Ubb,28.287224,inf,4.963118294664541e-176,8.76792113502045e-173,Brain_microglial cell
22987,18m,Rpl18a,25.761875,inf,2.37288480613189e-146,2.3693770633749994e-143,Brain_microglial cell
22988,18m,Rpl13,25.719059,inf,7.15573985777005e-146,6.8474467322311235e-143,Brain_microglial cell
22991,18m,Cyba,25.429943,inf,1.176823930323679e-142,1.0009977179190225e-139,Brain_microglial cell
22997,18m,Pfn1,24.804739,inf,7.969338622657929e-136,5.546176691150364e-133,Brain_microglial cell
23004,18m,Rps9,23.9463,inf,1.009775949082626e-126,5.797628611657898e-124,Brain_microglial cell
23008,18m,Gnb1,23.531424,inf,1.9454633436933614e-122,1.0154434352559486e-119,Brain_microglial cell
23016,18m,Srsf2,22.857954,inf,1.2180545490984743e-115,5.3795847643453e-113,Brain_microglial cell
23024,18m,Sat1,22.235228,inf,1.5677122154172454e-109,6.000679789878744e-107,Brain_microglial cell
23025,18m,Abi3,22.102373,inf,2.9989071906005586e-108,1.12906397605463e-105,Brain_microglial cell
45940,24m,Basp1,16.535326,inf,2.0427206925672756e-61,2.1138946483960312e-58,Brain_microglial cell
45943,24m,Rplp0,16.297121,inf,1.0345234890746126e-59,8.799580166699094e-57,Brain_microglial cell
45944,24m,Rps3,16.220568,inf,3.6084064522203667e-59,2.857609054541136e-56,Brain_microglial cell
45945,24m,Pfn1,16.052822,inf,5.4623537820245265e-58,4.046723127676622e-55,Brain_microglial cell
45952,24m,Clic1,14.398786,inf,5.266100574232197e-47,2.6291579519090577e-44,Brain_microglial cell
45965,24m,Rpsa,13.309071,inf,2.050173906227935e-40,6.631590694426867e-38,Brain_microglial cell
45966,24m,Laptm4a,13.153834,inf,1.6175978611778727e-39,4.95330033064147e-37,Brain_microglial cell
45977,24m,Arhgdia,11.703604,inf,1.2215381287388132e-31,2.4394647534448336e-29,Brain_microglial cell
45985,24m,Syngr1,11.277995,inf,1.6854358040329322e-29,2.9547876851465893e-27,Brain_microglial cell
45987,24m,Tmem86a,11.177373,inf,5.262499703590731e-29,8.95248653278998e-27,Brain_microglial cell
1,3m,Lars2,38.602074,431.84836,0.0,0.0,Brain_microglial cell
11,3m,Serinc3,24.958572,369.46326,1.7235729240916135e-137,4.1666921868092623e-135,Brain_microglial cell
56,3m,Cmtm6,15.479722,237.26794,4.7552211032475314e-54,3.9142798515119286e-52,Brain_microglial cell
4,3m,Egr1,29.79054,188.48518,5.1799907637834976e-195,2.531141869809613e-192,Brain_microglial cell
3,3m,Fos,34.74506,181.76047,1.6458019444782956e-264,1.5748953107036892e-261,Brain_microglial cell
70,3m,Tm9sf2,14.472953,158.89641,1.795946236671444e-47,1.3391461451752072e-45,Brain_microglial cell
45,3m,Pros1,16.917307,148.55118,3.354217236143089e-64,3.1187430382697243e-62,Brain_microglial cell
145,3m,Cd164,11.808849,102.47687,3.513374494695287e-32,1.8091515391294163e-30,Brain_microglial cell
48,3m,Sun2,16.367466,100.549355,3.26525311941697e-60,2.840522846232202e-58,Brain_microglial cell
22966,18m,Ptma,19.339024,inf,2.5220365498356148e-83,5.792109140352473e-79,Brain_oligodendrocyte
22972,18m,Sod1,18.313023,inf,6.515036288430948e-75,2.1374903342872164e-71,Brain_oligodendrocyte
22974,18m,Ppp1r14a,18.166548,inf,9.498926301741924e-74,2.423914904953389e-70,Brain_oligodendrocyte
22977,18m,Stmn4,18.115238,inf,2.416232388343232e-73,4.624266085890889e-70,Brain_oligodendrocyte
0,3m,Lars2,17.639309,inf,1.2295508444913677e-69,3.765048625945167e-67,Brain_oligodendrocyte
22980,18m,Sepw1,17.63041,inf,1.4391967205824846e-69,2.203506125659823e-66,Brain_oligodendrocyte
22981,18m,Ppia,17.6125,inf,1.9752506620444613e-69,2.8352254190320687e-66,Brain_oligodendrocyte
22982,18m,Selk,17.45683,inf,3.054401783793424e-68,4.126317139211752e-65,Brain_oligodendrocyte
22988,18m,Calm2,17.091852,inf,1.7066810569234103e-65,1.7041581371001323e-62,Brain_oligodendrocyte
22990,18m,Dbi,17.036282,inf,4.4194936434351825e-65,4.059923640605296e-62,Brain_oligodendrocyte
22995,18m,Ywhae,16.818361,inf,1.7904406085576867e-63,1.370641967204528e-60,Brain_oligodendrocyte
45933,24m,Gm1821,12.395301,inf,2.771024078162491e-35,3.1819669489539887e-31,Brain_oligodendrocyte
45936,24m,Jund,11.768148,inf,5.69610054695375e-32,2.616332903226796e-28,Brain_oligodendrocyte
45946,24m,Hmgn2,10.35767,inf,3.862580993082108e-25,5.735045387487537e-22,Brain_oligodendrocyte
45949,24m,Selm,10.261324,inf,1.0525359157354559e-24,1.34291888004336e-21,Brain_oligodendrocyte
45954,24m,Gabarapl2,9.930718,inf,3.060415263813329e-23,3.055891171684214e-20,Brain_oligodendrocyte
45967,24m,Rps3,9.316645,inf,1.2007711063862666e-20,7.071002366478719e-18,Brain_oligodendrocyte
45969,24m,Rabac1,9.291005,inf,1.5283870695716573e-20,8.357366057091114e-18,Brain_oligodendrocyte
45973,24m,Eif1,9.182098,inf,4.227731478442014e-20,2.1107408942152022e-17,Brain_oligodendrocyte
45976,24m,Rps14,9.095077,inf,9.452026405811329e-20,4.430106906854346e-17,Brain_oligodendrocyte
45984,24m,Rpl13,8.909766,inf,5.114028681462114e-19,2.060504959622086e-16,Brain_oligodendrocyte
1,3m,Lrrn1,12.008373,194.32848,3.2109839453329405e-33,2.8806038003326685e-31,Brain_oligodendrocyte
7,3m,Hiatl1,10.369736,84.11572,3.4046467666079613e-25,2.3271165964856678e-23,Brain_oligodendrocyte
10,3m,Plekha1,10.071411,79.82305,7.391019128710367e-24,4.715059591943397e-22,Brain_oligodendrocyte
258,3m,Hist1h1c,6.216065,73.504524,5.097774425410644e-10,1.2879591579095802e-08,Brain_oligodendrocyte
43,3m,Pcx,8.41679,71.48748,3.869403774674641e-17,1.7089370594072654e-15,Brain_oligodendrocyte
407,3m,Dgat2,5.557186,51.646458,2.7415859174749343e-08,5.63681845843593e-07,Brain_oligodendrocyte
293,3m,Gpr56,6.0275936,43.74799,1.6641895298521158e-09,3.989538282106857e-08,Brain_oligodendrocyte
324,3m,Atp6v0a2,5.884151,43.611668,4.001027577877632e-09,9.188759935353769e-08,Brain_oligodendrocyte
460,3m,Ttc15,5.3424277,42.644543,9.170997310972748e-08,1.765474637416598e-06,Brain_oligodendrocyte
19872,18m,Fabp4,10.694412,187.61119,1.0810282496686664e-26,1.0734610519209858e-23,Heart_endothelial cell of coronary artery
59582,30m,Malat1,19.725903,145.9545,1.292323679355999e-86,5.133109654402028e-83,Heart_endothelial cell of coronary artery
59580,30m,Beta-s,26.80823,89.82168,2.5908811806062433e-158,5.145490024683999e-154,Heart_endothelial cell of coronary artery
4,1m,Tmsb4x,15.641481,75.67541,3.797913845717283e-55,5.387612069710375e-52,Heart_endothelial cell of coronary artery
0,1m,Sparc,20.998661,42.102867,6.745983827424398e-98,6.698761940632428e-94,Heart_endothelial cell of coronary artery
19964,18m,Ucp1,5.8317204,30.442064,5.485882218497968e-09,5.530437607074601e-07,Heart_endothelial cell of coronary artery
39728,24m,Klf2,11.5556,27.664886,6.916262435816577e-31,1.0565920921178247e-27,Heart_endothelial cell of coronary artery
19900,18m,Ly6c1,7.863411,25.982513,3.7381256073318285e-15,1.0310996466890294e-12,Heart_endothelial cell of coronary artery
6,1m,Tmsb10,15.403059,22.968956,1.5610730615112555e-53,1.8237006471537373e-50,Heart_endothelial cell of coronary artery
59581,30m,Lpl,22.015245,19.686705,2.0575416968794527e-107,2.0431389050012964e-103,Heart_endothelial cell of coronary artery
31,1m,Igfbp7,10.319451,19.554628,5.755099861412621e-25,2.0051979517132392e-22,Heart_endothelial cell of coronary artery
281,1m,Actb,4.3081055,19.490005,1.6465899598306742e-05,0.0006826988852241584,Heart_endothelial cell of coronary artery
59595,30m,B2m,14.169687,19.111898,1.4112711993042066e-45,9.041240651026305e-43,Heart_endothelial cell of coronary artery
19869,18m,Cst3,12.772727,18.274017,2.3285159963992815e-37,3.853693974040811e-34,Heart_endothelial cell of coronary artery
39862,24m,Actb,3.6682816,17.509829,0.0002441862741985267,0.020290959855994727,Heart_endothelial cell of coronary artery
19925,18m,Gpihbp1,6.894961,17.042791,5.387956224834243e-12,8.992000892874627e-10,Heart_endothelial cell of coronary artery
59591,30m,Cd36,15.191645,16.00339,4.017122600182229e-52,4.1989502547167934e-49,Heart_endothelial cell of coronary artery
19878,18m,Ly6e,9.574567,15.318445,1.0228509277642477e-21,6.348068570436862e-19,Heart_endothelial cell of coronary artery
19953,18m,Tpt1,6.0055842,14.652577,1.906442276084739e-09,2.091820088565907e-07,Heart_endothelial cell of coronary artery
39722,24m,Dusp1,14.090946,13.747358,4.317386311835771e-45,1.7148658430611684e-41,Heart_endothelial cell of coronary artery
59587,30m,H2-D1,16.420275,13.278065,1.3694557877788696e-60,1.9426708532348822e-57,Heart_endothelial cell of coronary artery
59584,30m,Hspa1a,18.217043,12.430433,3.780384164433458e-74,9.384803688206058e-71,Heart_endothelial cell of coronary artery
19940,18m,Rbp7,6.421392,12.357014,1.3503403895903658e-10,1.741412995926277e-08,Heart_endothelial cell of coronary artery
59590,30m,Mgll,15.328224,12.130075,4.95346885260162e-53,5.465327300703787e-50,Heart_endothelial cell of coronary artery
59613,30m,Ly6a,10.756986,11.766549,5.493813103434284e-27,1.3470015831383318e-24,Heart_endothelial cell of coronary artery
19874,18m,Fth1,10.146255,11.747278,3.443270801419004e-24,3.108334459826428e-21,Heart_endothelial cell of coronary artery
134,1m,Aqp1,5.8402133,11.57871,5.2133980642941785e-09,4.0444564670657184e-07,Heart_endothelial cell of coronary artery
36,1m,Gng11,9.841287,11.571885,7.474878087657281e-23,2.283862751090363e-20,Heart_endothelial cell of coronary artery
19992,18m,Cd36,5.179369,11.56158,2.2263750981867246e-07,1.7476604525687094e-05,Heart_endothelial cell of coronary artery
59583,30m,Ctla2a,18.293625,11.465157,9.301814621686073e-75,2.639057691238363e-71,Heart_endothelial cell of coronary artery
39733,24m,Rps28,10.250183,11.43954,1.1811952893589265e-24,1.172926922333414e-21,Heart_endothelial cell of coronary artery
25,1m,Fabp5,10.921841,11.0517,9.064037792954013e-28,3.6737100115931976e-25,Heart_endothelial cell of coronary artery
2,1m,Col4a1,18.21862,10.945067,3.67295525747189e-74,1.0420698773341676e-70,Heart_endothelial cell of coronary artery
39823,24m,Cldn5,4.364264,10.075175,1.275514922915906e-05,0.0014901015511241114,Heart_endothelial cell of coronary artery
18,1m,Cst3,11.477692,8.953624,1.7077935527527073e-30,8.479194989417192e-28,Heart_endothelial cell of coronary artery
39729,24m,Ubb,10.781979,8.829276,4.1877742634486504e-27,5.544613124806013e-24,Heart_endothelial cell of coronary artery
39771,24m,Sgk1,5.8149514,6.870633,6.065142780807863e-09,1.4512498268294478e-06,Heart_endothelial cell of coronary artery
39742,24m,Cst3,7.842245,6.412718,4.42560886766648e-15,2.746643503495509e-12,Heart_endothelial cell of coronary artery
39738,24m,Btg2,8.535287,6.321088,1.3980768165746818e-17,9.916359134704708e-15,Heart_endothelial cell of coronary artery
39720,24m,Gm1821,17.72495,6.3169856,2.6914907436004535e-70,2.6726503083952506e-66,Heart_endothelial cell of coronary artery
34,1m,Gsn,9.389767,186.19157,6.013322517797363e-21,1.0207229504568857e-18,Heart_fibroblast of cardiac tissue
39740,24m,Gsn,8.76972,167.15121,1.79110948066508e-18,1.0779222510911664e-15,Heart_fibroblast of cardiac tissue
39732,24m,Apoe,10.473919,85.94398,1.138310679034292e-25,1.130342504281052e-22,Heart_fibroblast of cardiac tissue
483,1m,Mgp,3.501416,64.613434,0.00046279287000740104,0.0099578184164106,Heart_fibroblast of cardiac tissue
2,1m,Sparc,17.873116,49.61454,1.9102025734685976e-71,3.4487839190078497e-68,Heart_fibroblast of cardiac tissue
199,1m,Apoe,5.189473,46.228622,2.10889862315682e-07,9.307272590198766e-06,Heart_fibroblast of cardiac tissue
59580,30m,Beta-s,25.903578,34.90754,6.069513026410725e-148,1.20540528704517e-143,Heart_fibroblast of cardiac tissue
3,1m,Col3a1,17.189863,32.975452,3.1627550274771464e-66,5.234359570474677e-63,Heart_fibroblast of cardiac tissue
59601,30m,Fth1,12.9214,31.109163,3.4088244136288606e-38,2.4178304590953276e-35,Heart_fibroblast of cardiac tissue
19920,18m,Actb,4.043234,29.755383,5.271903636059001e-05,0.009971429163060166,Heart_fibroblast of cardiac tissue
59597,30m,Ftl1,13.393986,27.570585,6.556592397095107e-41,5.661475000274297e-38,Heart_fibroblast of cardiac tissue
19885,18m,Mt1,5.8465004,26.439426,5.0202271760353246e-09,3.0212639913958042e-06,Heart_fibroblast of cardiac tissue
0,1m,Col1a1,21.65519,24.04643,5.430744309492385e-104,5.392729099325938e-100,Heart_fibroblast of cardiac tissue
19878,18m,Plac9,6.616457,23.176992,3.679093591340188e-11,3.3212181238189153e-08,Heart_fibroblast of cardiac tissue
59589,30m,Rplp1,14.388668,22.626846,6.095859828337477e-47,9.359385280132998e-44,Heart_fibroblast of cardiac tissue
59582,30m,Ly6a,22.156633,22.084993,9.003618058604837e-109,5.960395154796402e-105,Heart_fibroblast of cardiac tissue
4,1m,Col1a2,16.996004,21.6797,8.7910591104381e-65,1.3430033379484666e-61,Heart_fibroblast of cardiac tissue
113,1m,Actb,6.392024,20.933815,1.637039336117399e-10,1.0983649059220117e-08,Heart_fibroblast of cardiac tissue
253,1m,Cst3,4.812671,19.64081,1.4892607329955087e-06,5.518044432330373e-05,Heart_fibroblast of cardiac tissue
59587,30m,Pi16,14.641369,19.27376,1.5295845302921508e-48,3.037754877160212e-45,Heart_fibroblast of cardiac tissue
19891,18m,Tpt1,5.3245378,19.129854,1.0121010457159341e-07,4.785792087599631e-05,Heart_fibroblast of cardiac tissue
1,1m,Serpinh1,20.71827,18.87622,2.37056920631539e-95,1.1769876109355912e-91,Heart_fibroblast of cardiac tissue
59701,30m,Crip1,7.9543414,18.335384,1.80086604900064e-15,2.1288809364971854e-13,Heart_fibroblast of cardiac tissue
59586,30m,Rplp0,16.778229,18.322193,3.5218374578695003e-63,9.991955987612611e-60,Heart_fibroblast of cardiac tissue
60159,30m,Dcn,3.3132403,16.360739,0.0009222174213438468,0.018518946398269766,Heart_fibroblast of cardiac tissue
39730,24m,Rps28,10.690069,16.200724,1.1328686126896664e-26,1.2499317026675986e-23,Heart_fibroblast of cardiac tissue
59659,30m,Bgn,9.420165,16.012066,4.503778940922948e-21,8.359350445488762e-19,Heart_fibroblast of cardiac tissue
19882,18m,Mt2,6.0768776,15.564157,1.2254528037035961e-09,8.112497560517806e-07,Heart_fibroblast of cardiac tissue
39845,24m,Mt1,4.0171847,14.97993,5.889753008122601e-05,0.003734194164839543,Heart_fibroblast of cardiac tissue
19873,18m,Rps28,7.4038053,14.097027,1.3233639690073937e-13,1.6426255265304274e-10,Heart_fibroblast of cardiac tissue
39749,24m,Cst3,7.8542175,13.505605,4.022762092023315e-15,1.6644178155746465e-12,Heart_fibroblast of cardiac tissue
19949,18m,Tmsb4x,3.6336365,13.197922,0.00027945454145255315,0.034905454045583054,Heart_fibroblast of cardiac tissue
19902,18m,Igfbp5,4.6941624,12.657112,2.6770141811476192e-06,0.0007935149498148017,Heart_fibroblast of cardiac tissue
39724,24m,Gstm1,11.816102,12.462052,3.222940065857403e-32,9.143941386846861e-29,Heart_fibroblast of cardiac tissue
39763,24m,Id3,6.9668937,12.418783,3.240148495415299e-12,7.660636799874743e-10,Heart_fibroblast of cardiac tissue
39735,24m,Egr1,10.057174,12.130865,8.541510829305319e-24,6.785376202800145e-21,Heart_fibroblast of cardiac tissue
39725,24m,Sepp1,11.739871,11.846787,7.960738467237727e-32,1.8973088430794094e-28,Heart_fibroblast of cardiac tissue
39778,24m,Junb,6.039012,11.412274,1.5506095269154764e-09,2.545050016904245e-07,Heart_fibroblast of cardiac tissue
19864,18m,Rpl31-ps12,10.843992,7.6630855,2.1296898442155333e-27,8.459128061224099e-24,Heart_fibroblast of cardiac tissue
19860,18m,Rps15a-ps6,12.8861065,7.5361743,5.389706569683839e-38,1.0703957247392104e-33,Heart_fibroblast of cardiac tissue
39720,24m,Cd74,8.766004,288.96127,1.851196784335841e-18,1.83823840684549e-14,Heart_leukocyte
0,1m,Tmsb4x,11.580271,156.28123,5.188206906093604e-31,5.1518894577509485e-27,Heart_leukocyte
58,1m,Apoe,4.393197,124.96084,1.116958225517635e-05,0.0018182615048180516,Heart_leukocyte
39723,24m,H2-Aa,8.591001,93.8089,8.621535526988483e-18,3.424473911319826e-14,Heart_leukocyte
39721,24m,H2-Ab1,8.702686,93.684135,3.2411976008425303e-18,2.145672811757755e-14,Heart_leukocyte
39722,24m,H2-Eb1,8.6209,88.39043,6.642963532387064e-18,3.2982313938301777e-14,Heart_leukocyte
19878,18m,Lyz1,4.490541,79.15622,7.104250127079971e-06,0.0064132003419912825,Heart_leukocyte
39729,24m,Lyz1,7.436622,74.91951,1.0329237247174455e-13,1.8648968338989515e-10,Heart_leukocyte
39761,24m,Ftl1,4.225587,60.86726,2.383190112574323e-05,0.005440247774221386,Heart_leukocyte
18,1m,Actb,5.4887714,60.216515,4.0473921508579824e-08,1.8268456390008985e-05,Heart_leukocyte
59601,30m,Fth1,6.3331923,42.46526,2.401399192854286e-10,1.192294699252153e-07,Heart_leukocyte
4,1m,C1qb,6.9852805,41.906643,2.842874996582155e-12,4.343038264009354e-09,Heart_leukocyte
19,1m,C1qa,5.4828796,36.711468,4.184579472419309e-08,1.8278331863542635e-05,Heart_leukocyte
5,1m,C1qc,6.7828984,33.61866,1.1778862637894029e-11,1.6709157999183958e-08,Heart_leukocyte
59608,30m,Cxcl13,5.81977,31.79648,5.8928778206496195e-09,2.3406510703620287e-06,Heart_leukocyte
59634,30m,Gm11428,5.1963577,25.893223,2.0323086803181297e-07,4.4846278212353394e-05,Heart_leukocyte
27,1m,Cst3,5.2684193,23.66506,1.3760359870196812e-07,4.7943990705633095e-05,Heart_leukocyte
19877,18m,S100a9,4.636655,23.152647,3.54092876066461e-06,0.0033487069136571026,Heart_leukocyte
39730,24m,H2-D1,6.9406323,20.113043,3.903483458130329e-12,5.963321652189872e-09,Heart_leukocyte
59607,30m,Ccl6,5.8932357,18.611427,3.787056095701816e-09,1.5349170216456745e-06,Heart_leukocyte
1,1m,Pfn1,7.7276435,18.429577,1.0955584460396904e-14,3.108255819764036e-11,Heart_leukocyte
59633,30m,Rps29,5.243586,16.89719,1.5748533499656378e-07,3.635960279360781e-05,Heart_leukocyte
19873,18m,Rps28,5.0698767,15.489414,3.98073501823595e-07,0.0005270493164144397,Heart_leukocyte
59594,30m,Rpl10,7.0099196,13.87461,2.3845530258888154e-12,1.9732176289229946e-09,Heart_leukocyte
39767,24m,Cd209f,4.0239077,13.608397,5.724036545424542e-05,0.011145035861973665,Heart_leukocyte
39753,24m,B2m,4.397952,13.5278225,1.0927715001038093e-05,0.0031003488560088074,Heart_leukocyte
59591,30m,Rpl37a,7.242072,12.976229,4.41880585869189e-13,4.178927826362902e-10,Heart_leukocyte
59623,30m,Rpl41,5.399754,12.237336,6.673240387954578e-08,1.815487042531204e-05,Heart_leukocyte
59610,30m,Rps19,5.7769494,12.21216,7.606712228000387e-09,2.7975797194090313e-06,Heart_leukocyte
59582,30m,S100a6,9.390219,12.03777,5.9875554104270816e-21,2.3782570090216368e-17,Heart_leukocyte
